suite,experiment,level,model_type,validation_mode,align_patterns,rbf_kernel,rbf_smoothing,rbf_epsilon,pod_n_components,seed,status,error,train_time_seconds,explained_variance,n_components_used,extrapolation_fraction,training_samples,git_commit,training_data_hash,timestamp,notes,mean_relative_error,p95_hybrid_error,r2,mae,raw_mean_relative_error,raw_p95_hybrid_error,raw_r2,raw_mae,centroid_error_m,peak_position_error_m,peak_intensity_error,iou,dice
design,rbf_align=off,M,rbf,random,False,thin_plate_spline,0.0,,,42,ok,,119.53679939999984,,,,96,b6803e2,sha256:6763c6ed9e0c68843a02c837265b17da63ec0f675b5502968284d624c22524aa,2026-09-02T03:00:45+00:00,设计象限：模型类型 × 质心对齐,0.08589675277471542,0.16964861750602722,0.9474008083343506,0.012128574773669243,0.12570838630199432,0.531103789806366,0.8044921159744263,0.054084211587905884,0.19219896355394459,10.940372317757516,0.010215496023495993,0.8393621195605787,0.9105243068317271
design,rbf_align=on,M,rbf,random,True,thin_plate_spline,0.0,,,42,ok,,116.21182139999928,,,,96,b6803e2,sha256:6763c6ed9e0c68843a02c837265b17da63ec0f675b5502968284d624c22524aa,2026-09-02T03:02:41+00:00,设计象限：模型类型 × 质心对齐,0.08290188759565353,0.17211073637008667,0.9453668594360352,0.011882223188877106,0.11668477207422256,0.4463184177875519,0.8263677954673767,0.05286751314997673,0.18614216480025214,9.427722662543184,0.08280404657125473,0.7921329825208797,0.8823205283904659
design,pod_rbf_align=off,M,pod_rbf,random,False,thin_plate_spline,0.0,,20.0,42,ok,,186.82384939999974,0.9474708994632624,20.0,,96,b6803e2,sha256:6763c6ed9e0c68843a02c837265b17da63ec0f675b5502968284d624c22524aa,2026-09-02T03:05:48+00:00,设计象限：模型类型 × 质心对齐,0.08660202473402023,0.16387131810188293,0.950655996799469,0.012079094536602497,0.1322605013847351,0.5246115326881409,0.8149482011795044,0.05515807867050171,0.2336693211511057,11.209297860130476,0.012742765247821808,0.8297073009091145,0.9049582998542037
design,pod_rbf_align=on,M,pod_rbf,random,True,thin_plate_spline,0.0,,20.0,42,ok,,165.59142080000038,0.9488092524646894,20.0,,96,b6803e2,sha256:6763c6ed9e0c68843a02c837265b17da63ec0f675b5502968284d624c22524aa,2026-09-02T03:08:34+00:00,设计象限：模型类型 × 质心对齐,0.08246471732854843,0.1695299744606018,0.9462300539016724,0.011799105443060398,0.11950693279504776,0.44273892045021057,0.8274577856063843,0.05361064895987511,0.18573173318908523,8.671550648700693,0.08630949258804321,0.7892514794981729,0.8804510117191665
