suite,experiment,level,model_type,validation_mode,align_patterns,rbf_kernel,rbf_smoothing,rbf_epsilon,pod_n_components,seed,status,error,train_time_seconds,explained_variance,n_components_used,extrapolation_fraction,training_samples,git_commit,training_data_hash,timestamp,notes,mean_relative_error,p95_hybrid_error,r2,mae,raw_mean_relative_error,raw_p95_hybrid_error,raw_r2,raw_mae,centroid_error_m,peak_position_error_m,peak_intensity_error,iou,dice
baseline,baseline_nn,P,nn,random,True,thin_plate_spline,0.0,,,42,ok,,247.89565839999887,,,,96,b6803e2,sha256:13bbd9fdc2d64bf180c6aaac798f854ad564eefa87a0bd4d57e38440a255482a,2026-09-02T04:59:27+00:00,基线：最近邻,0.1418612003326416,0.12826094031333923,0.11585575342178345,0.009460113011300564,0.1932242065668106,0.7231515645980835,0.5177696943283081,0.03374748304486275,0.30669079851045866,4.769852971277985,0.019622822602589924,0.8042571884697977,0.8810781262596786
baseline,baseline_linear,P,linear,random,True,thin_plate_spline,0.0,,,42,ok,,220.55170859999998,,,0.08333333333333333,96,b6803e2,sha256:13bbd9fdc2d64bf180c6aaac798f854ad564eefa87a0bd4d57e38440a255482a,2026-09-02T05:03:08+00:00,基线：逐像素线性插值（凸包外最近邻回填）,0.1273220330476761,0.10182224214076996,0.35375678539276123,0.008219766430556774,0.20917272567749023,0.5072259902954102,0.6303225159645081,0.03560005500912666,0.27473933932804445,8.81915334917192,0.023090185597538948,0.7780795201642032,0.865917244316487
