suite,experiment,level,model_type,validation_mode,align_patterns,rbf_kernel,rbf_smoothing,rbf_epsilon,pod_n_components,seed,status,error,train_time_seconds,explained_variance,n_components_used,extrapolation_fraction,training_samples,git_commit,training_data_hash,timestamp,notes,mean_relative_error,p95_hybrid_error,r2,mae,raw_mean_relative_error,raw_p95_hybrid_error,raw_r2,raw_mae,centroid_error_m,peak_position_error_m,peak_intensity_error,iou,dice
baseline,baseline_nn,F,nn,random,True,thin_plate_spline,0.0,,,42,ok,,177.46818350000012,,,,96,b6803e2,sha256:b43d66608bc0000055d52c65cf2ad5fdba4199fe596a56830329294d915def20,2026-09-02T02:21:41+00:00,基线：最近邻,0.12057960778474808,0.23581761121749878,0.9169636964797974,0.017212439328432083,0.11576737463474274,0.816010057926178,0.73912113904953,0.04284312576055527,0.284225328494654,4.1720843130882885,0.0015636483828226726,0.8976493928382041,0.9438546427884985
baseline,baseline_linear,F,linear,random,True,thin_plate_spline,0.0,,,42,ok,,146.38175070000034,,,0.08333333333333333,96,b6803e2,sha256:b43d66608bc0000055d52c65cf2ad5fdba4199fe596a56830329294d915def20,2026-09-02T02:24:08+00:00,基线：逐像素线性插值（凸包外最近邻回填）,0.08596295863389969,0.1835128217935562,0.9525161981582642,0.012670595198869705,0.10920321941375732,0.4999937117099762,0.8184709548950195,0.04696711152791977,0.21514923824324028,6.5573413663370905,0.004676990211009979,0.8745055443041551,0.9307987961816595
