level,scope,points,MSE,RMSE,MAE,R2,MaxError,TrueDamageAreaRatio,PredDamageAreaRatio,AreaRatioGap,MeanRelativeError,P90RelativeError,MaxRelativeError,P95HybridError,MaxHybridError,HybridAccuracyInTarget
F,overall,5369496,1.6863968994584866e-06,0.0012986134526711505,5.729784970753826e-05,0.987791895866394,0.10240840911865234,0.0062428578026690025,0.006322381094985451,7.952329231644857e-05,,,,,,
F,roi_overall,177144,5.1117171096848324e-05,0.007149627339718367,0.001736782374791801,0.9863694310188293,0.10240840911865234,0.1892302307727047,0.19164069909226392,0.0024104683195592114,,,,,,
F,damage_gt_0.01,33521,0.00026936540962196887,0.016412355395310232,0.00885299313813448,0.9731667637825012,0.10240840911865234,1.0,0.9921541720115749,-0.007845827988425147,,,,,,
F,damage_gt_0.05,20457,0.0004137658979743719,0.020341236392470638,0.012482264079153538,0.9532662630081177,0.10240840911865234,1.0,0.9788336510729824,-0.02116634892701763,0.08401677757501602,0.22354334592819214,1.302655816078186,0.17601123452186584,0.3663017749786377,0.9643153932639195
